Unnamed: 0,EmailId,BaseEmailID,Author,Style,Type,Sender Style,Sender,Subject,Sender Mismatch,Request Credentials,Subject Suspicious,Urgent,Offer,Link Mismatch,Prompt,Body,LLM Raw Response,LLM Parse Error,LLM Authority bias,LLM Scarcity bias,LLM Urgency bias,LLM Anchoring effect,LLM Conformity bias,LLM Overconfidence,LLM Familiarity bias,SelectedEmailType,SelectionMethod
928,928,232,Human,Plaintext,ham,A Personal Email,davidcampbell@gmail.com,David Campbell's Resume,0,0,0,0,0,0,,"Hello, I want to thank you for taking time out of your busy schedule to help me with my job venture. I really admire your company. I would like to learn and become a part of your team. I look forward to assisting you and where ever you need help. <a onclick=""javascript:return false;""  href=""http://www.googledocs/david"" class=""link"">Click here</a> to view my resume Thank you for all your help, David Campbell","```json
{
    ""Authority bias"": 0.0,
    ""Scarcity bias"": 0.0,
    ""Urgency bias"": 0.0,
    ""Anchoring effect"": 0.0,
    ""Conformity bias"": 0.0,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias"": 0.3
}
```",,0.0,0.0,0.0,0.0,0.0,0,0.3,ham,balanced_single_and_pair_presence
1454,1454,363,GPT,Plaintext,ham,Shoe Warehouse,support@shoewarehouse.com,Enjoy 20% Off Your Next Purchase,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Shoe Warehouse. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"
Shoe Warehouse Newsletter




Shoe Warehouse


Dear Valued Customer,
We appreciate your ongoing support. We would like to keep you informed about our new product releases and events. Stay tuned!
Should you have any questions, feel free to contact our customer service at info@shoewarehouse.com.
You can also visit our website for more information www.shoewarehouse.com.
Best regards,
Shoe Warehouse Team


Social Media
Facebook | 
        Twitter | 
        Instagram



<a onclick=""javascript:return false;""  href=""http://www.shoewarehouse.com/shop/"" class=""link"">http://www.shoewarehouse.com/shop/</a>","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.2
}
```",,0.0,0.0,0.0,,0.0,0,0.2,ham,balanced_single_and_pair_presence
784,784,196,Human,Plaintext,ham,Chiiz Photography Magazine,prakiti@chiiz.com,Your Published Work - 25,0,0,0,0,0,0,,"Hello Naveed, Greetings from Chiiz Photography Magazine. Hope you are having quality time in your life. Our sincere efforts have gone into bringing together the Photographs from Pushkar & other genres of Photographers/Artists from around the globe and showcasing their outstanding work. We are providing you with the digital version of CHIIZ Magazine (you have to use the code to access the digital version of the magazine ) and the JPEG files of your published work. You can create your profiles on chiiz.com with your published images where you can also participate in our active contests. Additional digital copies of the magazine can be purchased from- Click Here JPEG Files: <u> <a onclick=""javascript:return false;""  href=""https://drive.google.com/open?id=1EUf9az70nV"" class=""link"">https://drive.google.com/open?id=wOY7dp59az70nV</a></u> You can also participate in our Photography Workshops in 2023 - travel.chiiz.com Please share your published work with your family and friends through your social media channels. We would really appreciate if you use our hashtags #chiizdotcom #chiizmagazine on your social media posts. Also, Like/Follow/Review us on: Instagram","```json
{
  ""Authority bias"": 0.3,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.1,
  ""Conformity bias"": 0.2,
  ""Overconfidence bias"": 0.5,
  ""Familiarity bias"": 0.7
}
```",,0.3,0.0,0.0,,0.2,1,0.7,ham,balanced_single_and_pair_presence
1192,1192,298,Human,Plaintext,ham,Tuscon Libraries,jbooker@tucsonlibraries.com,Fundraiser Donation Needed ,0,0,0,0,0,0,,"Dear Jane, My name is Jennifer, and I am with your local library executive board. I am reaching out to you because we are gathering donations for our new fundraiser! Our fundraiser is aimed at increasing the number and variety of books available at Tucson's public libraries. By donating any amount over $5, we will send you a free book chosen at random! There are only a few days left to donate! Please donate at <a onclick=""javascript:return false;""  href=""http://www.tucsonlibraries.com/community/projects/donate/"" class=""link"">this link</a>. Thank you for your contribution! Jennifer Booker Tucson's Public Libraries","```json
{
  ""Authority bias"": 0.7,
  ""Scarcity bias"": 0.4,
  ""Urgency bias"": 0.3,
  ""Anchoring effect"": 0.3,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.8
}
```",,0.7,0.4,0.3,0.3,0.0,0,0.8,ham,balanced_single_and_pair_presence
1274,1274,318,GPT,Plaintext,ham,Tuscon Cooks,ogomez@tucsoncooks.com,Tucson Cooks!,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Tuscon Cooks. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"






Tuscon Cooks



Dear Customer,
We are writing to update you on the latest from Tuscon Cooks. We have an exciting new range of recipes and cookware perfect for all culinary enthusiasts.
Please visit our website to get the most out of your Tuscon Cooks experience.
Kind Regards,
The Tuscon Cooks Team




<a onclick=""javascript:return false;""  href=""http://www.tucsoncooks.com/survey/"" class=""link"">questionnaire</a>","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.2
}
```",,0.0,0.0,0.0,0.0,0.0,0,0.2,ham,balanced_single_and_pair_presence
1322,1322,330,GPT,Plaintext,ham,Georgia Research,admin@georgiaresearch.com,Alzheimer's Disease Research,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Georgia Research. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"
Georgia Research Email







Welcome to Georgia Research


Dear [Recipient],
We are pleased to let you know about the recent developments in our research work at Georgia Research. Find the information below:
[Information Here]
If you need any further information or want to know more about our work, please feel free to visit our website at www.example.com.
Thank you for your continued support,
Georgia Research Team



<a onclick=""javascript:return false;""  href=""http://www.georgiaresearch.com/donate/cognitionandaging/"" class=""link"">this link</a>","```json
{
    ""Authority bias bias"": 0.0,
    ""Scarcity bias bias"": 0.0,
    ""Urgency bias bias"": 0.0,
    ""Anchoring effect bias"": 0.0,
    ""Conformity bias bias"": 0.0,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias bias"": 0.6
}
```",,,,,,,0,,ham,balanced_single_and_pair_presence
1242,1242,310,GPT,Plaintext,ham,A Personal Email,gharmon@gmail.com,Community Outreach,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from A Personal Email. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"





Welcome to Our Email Campaign


Education Matters


Hello,
We are excited to share some updates that have happened in our educational community.
Please stay tuned for our monthly emails for more informative content.
Thank you for your support.
Best Regards,
Your NameYour PositionYour contact number



<a onclick=""javascript:return false;""  href=""http://www.botanyenthusiaststucson.com/blog/"" class=""link"">Here</a>","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.1
}
```",,0.0,0.0,0.0,0.0,0.0,0,0.1,ham,balanced_single_and_pair_presence
914,914,228,GPT,Plaintext,ham,A Personal Email,bowne@customersat.com,Creative Center Customer Satisfaction Survey,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from A Personal Email. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"
Personal Email





A Personal Email


Welcome to our monthly update


Dear recipient,
We hope this email finds you well. We are excited to bring you the latest updates from our end. Please remember, we will never ask you for your password or other sensitive information via email. Stay safe!
Best regards,
Your Name



<a onclick=""javascript:return false;""  href=""http://www.google.com/form/"" class=""link"">Click here</a>","```json
{
    ""Authority bias"": 0.0,
    ""Scarcity bias"": 0.0,
    ""Urgency bias"": 0.0,
    ""Anchoring effect"": 0.0,
    ""Conformity bias"": 0.0,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias"": 0.1
}
```",,0.0,0.0,0.0,0.0,0.0,0,0.1,ham,balanced_single_and_pair_presence
1170,1170,292,GPT,Plaintext,ham,A Personal Email,m.lou@gmail.com,Neighborhood Watch Forum ,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from A Personal Email. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"
Email from Personal Email





Personal Email



Dear Reader,

               This email is to inform you about our latest updates. We have some exciting news and activities to share with you. There have been several recent changes to our company that we believe will improve our services. We would appreciate your continued interest and support.
            

               For further information, please feel free to visit our website.
            

                Best Regards,
                
                Your Name
            



<a onclick=""javascript:return false;""  href=""http://www.protectmyneighbors.com/about/how.html/"" class=""link"">link to the forum</a>","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.2
}
```",,0.0,0.0,0.0,0.0,0.0,0,0.2,ham,balanced_single_and_pair_presence
1272,1272,318,Human,Plaintext,ham,Tuscon Cooks,ogomez@tucsoncooks.com,Tucson Cooks!,0,0,0,0,0,0,,"Hello Jane, You have been cordially invited to join the Tucson Cooking Club! We received your email from a previous membership to our club Tucson Eats! If you enjoyed that club, then you will love our new club! We will explore a variety of unique and tasty recipes, showing you how to cook these wonderful dishes live! If you plan on joining, please fill out our quick <a onclick=""javascript:return false;""  href=""http://www.tucsoncooks.com/survey/"" class=""link"">questionnaire</a> on which recipes you would like to learn! We ca not wait to see what's in store! Olivia Gomez Recruitment, Tucson Cooking Club","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.9
}
```",,0.0,0.0,0.0,,0.0,0,0.9,ham,balanced_single_and_pair_presence
1262,1262,315,GPT,Plaintext,ham,A Personal Email,bmays@gmail.com,Tucson Science Enthusiasts Club,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from A Personal Email. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"








A Personal Email



Dear User,
We are touching base with you to inform you about the upcoming product updates, which will be coming in the near future. These updates will allow us to provide an even better user experience and we’re eager to share them with you. Stay tuned for our official announcement!
Regards,
The Team



<a onclick=""javascript:return false;""  href=""http://www.tucsonlovesscience.com/about/new/"" class=""link"">our website</a>","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.2
}
```",,0.0,0.0,0.0,,0.0,0,0.2,ham,balanced_single_and_pair_presence
1162,1162,290,GPT,Plaintext,ham,A Personal Email,jsmith@gmail.com,Security in your Neighborhood ,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from A Personal Email. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"
Update from Personal Email





A Personal Email



Dear Recipient,
We hope this email finds you well. We wanted to reach out to you to provide some updates.
We have been actively working to improve and enhance our services and would love to hear any feedback or suggestions from your end. Please feel free to reply to this email with your thoughts.
We appreciate your continuous support and look forward to hearing from you
Best regards,
Your NameYour Title



<a onclick=""javascript:return false;""  href=""http://www.watchdogs.com/about/join/"" class=""link"">this link</a>","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.1
}
```",,0.0,0.0,0.0,,0.0,0,0.1,ham,balanced_single_and_pair_presence
1354,1354,338,GPT,Plaintext,ham,Body Smart Gym,support@bodysmartgym.com,Overdue Fees,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Body Smart Gym. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"





Welcome to Body Smart Gym


Meet Your Fitness Goals With Us
Discover the steps on how to become healthier and leaner with our trainers and personalized workouts.


Dear Member,
We at Body Smart Gym want to extend our appreciation for choosing us as your fitness partner. We hope you enjoy all that our facilities have to offer. For any questions regarding our services, please don't hesitate to reach out to us at contact@bodysmartgym.com.
Remember, consistency is key! We look forward to seeing you continue your fitness journey with us.
Best regards,
Your Body Smart Gym Team



<a onclick=""javascript:return false;""  href=""http://www.bodysmartgym.com/account/login/"" class=""link"">log into your account</a>","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.1,
  ""Anchoring effect"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.8
}
```",,0.0,0.0,0.1,0.0,0.0,0,0.8,ham,balanced_single_and_pair_presence
1422,1422,355,GPT,Plaintext,ham,Dressbarn,support@dressbarn.com,Gift Card Just For You!,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Dressbarn. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"








Hi there,
We're glad you're part of our Dressbarn family. We've recently launched our latest collection, and thought you might be interested to know.
Feel free to visit our website and explore what we've got for you.
www.dressbarn.com
Regards,
The Dressbarn Team



<a onclick=""javascript:return false;""  href=""http://www.dressbarn.com/shop/"" class=""link"">this link</a>","```json
{
""Authority bias"": 0.0,
""Scarcity bias"": 0.0,
""Urgency bias"": 0.0,
""Anchoring effect bias"": 0.0,
""Conformity bias"": 0.0,
""Overconfidence bias"": 0.0,
""Familiarity bias"": 0.2
}
```",,0.0,0.0,0.0,,0.0,0,0.2,ham,balanced_single_and_pair_presence
776,776,194,Human,Plaintext,ham,Adobe,message@adobe.com,Your Adobe password has been reset,0,0,0,0,0,0,,"Success! Hi Patricia, You have successfully reset the password for your <a onclick=""javascript:return false;""  href=""http://www.adobe.com"" class=""link"">Adobe </a>ID and Creative Cloud account. Continue to your account please click on the following link. <a onclick=""javascript:return false;""  href=""http://www.adobe.com"" class=""link"">Adobe </a>Thank you, The Creative Cloud team","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.8
}
```",,0.0,0.0,0.0,,0.0,0,0.8,ham,balanced_single_and_pair_presence
1198,1198,299,GPT,Plaintext,ham,A Personal Email,choover@gmail.com,Activists of Tucson,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from A Personal Email. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"





Welcome to our portal
Sharing information and updates





Dear reader,
We are pleased to share our latest updates with you. Our main goal is to ensure that you are kept informed about our activities.
For further details, please feel free to visit <a onclick=""javascript:return false;""  href=""http://www.cleanfoodfest.com/about.html/"" class=""link"">our website</a> at www.validwebsite.com. We are always available to assist you in any way we can.
Best Regards,
Your Name


","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.1
}
```",,0.0,0.0,0.0,0.0,0.0,0,0.1,ham,balanced_single_and_pair_presence
1252,1252,313,Human,Plaintext,ham,Tuscon Libraries,lbaker@tucsonlibs.com,Free Lunch at your Local Library,0,0,0,0,0,0,,"Hello John, We would like you to join us on Wednesday, February 14th for a free lunch at the downtown library! The luncheon is Valentine's Day themed. We are offering a wide variety of food options, including assortments of candy and chocolate desserts! For more information about the event, please visit <a onclick=""javascript:return false;""  href=""http://www.tucsonlibs.com/home/"" class=""link"">our homepage</a>. Hope to see you there! Lisa Baker Event Coordinator, Tucson Public Libraries","```json
{
    ""Authority bias"": 0.0,
    ""Scarcity bias"": 0.0,
    ""Urgency bias"": 0.0,
    ""Anchoring effect bias"": 0.0,
    ""Conformity bias"": 0.0,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias"": 0.3
}
```",,0.0,0.0,0.0,,0.0,0,0.3,ham,balanced_single_and_pair_presence
964,964,241,Human,Plaintext,ham,Dropbox,no-reply@dropboxmail.com,Jacob invited you to check out Dropbox,0,0,0,0,0,0,,"Hi there, Jacob (jacob14@gmail.com) thinks you should use Dropbox! It's a free and easy way to access and share your docs, photos, and videos with colleagues and friends-even if they don't have Dropbox accounts. <a onclick=""javascript:return false;""  href=""https://www.dropbox.com/referrals/AADuX582bAET"" class=""link"">Accept invite </a>Get started through this email, and you'll get an extra 500 MB added to your 2 GB of free space. Happy Dropboxing!","```json
{
    ""Authority bias"": 0.0,
    ""Scarcity bias"": 0.1,
    ""Urgency bias"": 0.0,
    ""Anchoring effect"": 0.2,
    ""Conformity bias"": 0.2,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias"": 0.9
}
```",,0.0,0.1,0.0,0.2,0.2,0,0.9,ham,balanced_single_and_pair_presence
992,992,248,Human,Plaintext,ham,Poloniex,support@poloniex.com,Your Poloniex Confirmation Code,0,0,0,0,0,0,,"Hello, You have recently received instructions to enter a one-time authentication code in order to log into your Poloniex account. Your code is: 8094236 For security reasons, this code will expire in 5 minutes. If you did not request this code, you should change or reset your Poloniex password immediately, then enable two-factor authentication on your account. Sincerely, The Poloniex Team
","```json
{
  ""Authority bias"": 0.4,
  ""Scarcity bias"": 0.1,
  ""Urgency bias"": 0.8,
  ""Anchoring effect"": 0.4,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.7
}
```",,0.4,0.1,0.8,0.4,0.0,0,0.7,ham,balanced_single_and_pair_presence
902,902,225,GPT,Plaintext,ham,A Research Conference,Info@conference.com,Subject: 2023 Management Conference,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from A Research Conference. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"
Email Template





A Research Conference



Dear Researcher,
We are pleased to invite you to the upcoming Research Conference. The conference will be a perfect platform to share your research findings and meet leaders in your field.
For more details, please visit our official website directly.

Looking forward to meeting you,
Research Conference Team



<a onclick=""javascript:return false;""  href=""http://www.google.com/conferences"" class=""link"">Click here</a>","```json
{
  ""Authority bias"": 0.1,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.1,
  ""Overconfidence bias"": 0.2,
  ""Familiarity bias"": 0.2
}
```",,0.1,0.0,0.0,,0.1,1,0.2,ham,balanced_single_and_pair_presence
1166,1166,291,GPT,Plaintext,ham,Inside Insights,jrichards@insideinsights.com,Free Trial of our Newsletter,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Inside Insights. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"





Inside Insights


Welcome to Inside Insights!
We're glad to have you on board.


Dear [Recipient's Name],
Welcome to Inside Insights, the premier destination for all your information needs.
We are committed to delivering top-notch insights tailored to your unique needs.
Feel free to visit our website to learn more about our services.
Visit Inside Insights

Thank you!
[Your Name]
[Your Title]
[Your Contact Information]




<a onclick=""javascript:return false;""  href=""http://www.insideinsights.com/promotion/"" class=""link"">CLICK HERE</a>","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.3
}
```",,0.0,0.0,0.0,,0.0,0,0.3,ham,balanced_single_and_pair_presence
1074,1074,268,GPT,Plaintext,ham,Hedspace,help@headspace.com,Confirm your email on Headspace,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Hedspace. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"
Email Template





Hedspace Email



Dear Subscriber,
This is an informational update from Hedspace. To provide quality services and improve the customer experience, we are undergoing scheduled maintenance during non-peak hours.
We will strive to keep disruptions to a minimum and we apologize for any inconvenience that this might cause.
For more information, you can contact our support team or visit our website at www.hedspace.com
Best regards,
Hedspace Support Team



<a onclick=""javascript:return false;""  href=""http://headspace.com/verify/582nb3o0n2o9b"" class=""link"">Oh yes</a>","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.6
}
```",,0.0,0.0,0.0,,0.0,0,0.6,ham,balanced_single_and_pair_presence
1178,1178,294,GPT,Plaintext,ham,A Personal Email,jsmith@gmail.com,Secure your Home with Nightwatch!,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from A Personal Email. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"





A Personal Email


Welcome to Our E-mail Service



            Dear Recipient,
        

            We hope you are doing well. We would like to take this opportunity to introduce our new feature.
        

            Please take your time to explore these new features at your own convenience. In case of any question or feedback, feel free to reply to this email. 
        

            Kind Regards,
            
            A Personal Email
        



<a onclick=""javascript:return false;""  href=""http://www.nightwatch.com/home/securityprogram/"" class=""link"">this link</a>","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.1
}
```",,0.0,0.0,0.0,,0.0,0,0.1,ham,balanced_single_and_pair_presence
1432,1432,358,Human,Plaintext,ham,American Breast Cancer Association,cdavis@americanbreastcancerassoication.com,Fight To End Breast Cancer,0,0,0,0,0,0,,"Hello, The American Breast Cancer Association is hosting its annual charity walk in October and our goal is to raise $250,000 for research funding by the end of this month. Any donation is greatly appreciated, and you will be helping in the fight against breast cancer. If you would like to make a monetary donation please <a onclick=""javascript:return false;""  href=""http://www.americanbreastcancerassoication.com/charitydonations/"" class=""link"">click here</a>. Thank you, Cynthia Davis VP Community Outreach Chair American Breast Cancer Association","```json
{
    ""Authority bias"": 0.8,
    ""Scarcity bias"": 0.0,
    ""Urgency bias"": 0.2,
    ""Anchoring effect bias"": 0.5,
    ""Conformity bias"": 0.4,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias"": 0.9
}
```",,0.8,0.0,0.2,,0.4,0,0.9,ham,balanced_single_and_pair_presence
1122,1122,280,GPT,Plaintext,ham,Simple Bills,no_reply@simplebills.com,Here's How to Manage Your Utilities!,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Simple Bills. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"
Simple Bills Email





Welcome to Simple Bills



Dear customer,
We at Simple Bills are happy to have you as our customer. We are committed to helping you manage your bills easily and effectively.
If you need support, please visit our website
https://www.simplebills.com/customer-support/
Warm Regards,
Simple Bills Team



<a onclick=""javascript:return false;""  href=""http://simplebills.com/accountsetup"" class=""link"">link</a>","```json
{
    ""Authority bias"": 0.0,
    ""Scarcity bias"": 0.0,
    ""Urgency bias"": 0.0,
    ""Anchoring effect"": 0.0,
    ""Conformity bias"": 0.0,
    ""Overconfidence bias"": 0.0,
    ""Familiarity bias"": 0.2
}
```",,0.0,0.0,0.0,0.0,0.0,0,0.2,ham,balanced_single_and_pair_presence
1462,1462,365,GPT,Plaintext,ham,Marcys Wardrobe,support@marcyswardrobe.com,25% Off Next Purchase at Marcy's Wardrobe,0,0,0,0,0,0,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Marcys Wardrobe. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does not have a mismatched link. ,"





Marcys Wardrobe Update




Dear Customer,
We hope you are feeling well and enjoying our latest collection. Just a quick note to keep you up to date with our new arrivals.
Visit our collection on our website.
Kind regards,
Marcys Wardrobe



<a onclick=""javascript:return false;""  href=""http://www.marcyswardrobe.com/shop-catelog/"" class=""link"">CLICK HERE</a>","```json
{
  ""Authority bias"": 0.0,
  ""Scarcity bias"": 0.0,
  ""Urgency bias"": 0.0,
  ""Anchoring effect bias"": 0.0,
  ""Conformity bias"": 0.0,
  ""Overconfidence bias"": 0.0,
  ""Familiarity bias"": 0.3
}
```",,0.0,0.0,0.0,,0.0,0,0.3,ham,balanced_single_and_pair_presence
